score_key,eta2,f1,accuracy,precision,recall,specificity,balanced_accuracy,direction,threshold,tp,fp,tn,fn,n,c26_mean,c00_mean
phase_codereviewmodification_low_rate_0_5,0.00016104487550413775,0.6874999999999999,0.5945945945945946,0.559322033898305,0.8918918918918919,0.2972972972972973,0.5945945945945946,high_is_2.6,0.24025974025974026,33,26,11,4,74,0.4376745009323973,0.4326929457455915
phase_manual_low_rate_0_5,0.006319443569967131,0.6868686868686869,0.581081081081081,0.5483870967741935,0.918918918918919,0.24324324324324326,0.5810810810810811,high_is_2.6,0.19090909090909092,34,28,9,3,74,0.298958547100962,0.2789926714926715
role_programmer_low_rate_0_5,0.0006577317482694139,0.6868686868686869,0.581081081081081,0.5483870967741935,0.918918918918919,0.24324324324324326,0.5810810810810811,high_is_2.6,0.24285977519808366,34,28,9,3,74,0.38146548451579504,0.3742718985537112
entry_alignment_score_high_rate_0_7,0.043832720756570645,0.6862745098039216,0.5675675675675675,0.5384615384615384,0.9459459459459459,0.1891891891891892,0.5675675675675675,low_is_2.6,0.6076923076923078,35,30,7,2,74,0.4386694386694387,0.48714772464772466
entry_alignment_score_low_rate_0_7,0.04383272075657064,0.6862745098039216,0.5675675675675675,0.5384615384615384,0.9459459459459459,0.1891891891891892,0.5675675675675675,high_is_2.6,0.39230769230769236,35,30,7,2,74,0.5613305613305614,0.5128522753522754
phase_languagechoose_mean,0.013699976319834427,0.6862745098039216,0.5675675675675675,0.5384615384615384,0.9459459459459459,0.1891891891891892,0.5675675675675675,high_is_2.6,0.9999994953982583,35,30,7,2,74,0.9999997527029914,0.9877741578774498
role_chief_technology_officer_mean,0.013699976319834427,0.6862745098039216,0.5675675675675675,0.5384615384615384,0.9459459459459459,0.1891891891891892,0.5675675675675675,high_is_2.6,0.9999994953982583,35,30,7,2,74,0.9999997527029914,0.9877741578774498
alignment_score_high_low_gap_0_6_0_4,0.0023453167276319235,0.6862745098039216,0.5675675675675675,0.5384615384615384,0.9459459459459459,0.1891891891891892,0.5675675675675675,low_is_2.6,0.46806538591169533,35,30,7,2,74,0.22340410668484173,0.24314462558798824
alignment_score_low_high_gap_0_4_0_6,0.0023453167276319235,0.6862745098039216,0.5675675675675675,0.5384615384615384,0.9459459459459459,0.1891891891891892,0.5675675675675675,high_is_2.6,-0.46806538591169533,35,30,7,2,74,-0.22340410668484173,-0.24314462558798824
alignment_score_high_rate_0_6,0.002085377422958135,0.6862745098039216,0.5675675675675675,0.5384615384615384,0.9459459459459459,0.1891891891891892,0.5675675675675675,low_is_2.6,0.7264071452645771,35,30,7,2,74,0.5966098323709447,0.6060046518454417
alignment_score_low_rate_0_6,0.002085377422958135,0.6862745098039216,0.5675675675675675,0.5384615384615384,0.9459459459459459,0.1891891891891892,0.5675675675675675,high_is_2.6,0.273592854735423,35,30,7,2,74,0.40339016762905533,0.3939953481545583
entry_alignment_score_q10,0.029110121725216712,0.6857142857142857,0.5540540540540541,0.5294117647058824,0.972972972972973,0.13513513513513514,0.5540540540540541,low_is_2.6,0.4413421059252515,36,32,5,1,74,0.18294025946270237,0.2342692311858097
alignment_score_high_rate_0_9,0.0016716268438192472,0.6857142857142857,0.5540540540540541,0.5294117647058824,0.972972972972973,0.13513513513513514,0.5540540540540541,low_is_2.6,0.7039096730704415,36,32,5,1,74,0.5223305317449836,0.5314511910507377
alignment_score_low_rate_0_9,0.0016716268438192272,0.6857142857142857,0.5540540540540541,0.5294117647058824,0.972972972972973,0.13513513513513514,0.5540540540540541,high_is_2.6,0.2960903269295585,36,32,5,1,74,0.47766946825501644,0.4685488089492624
role_chief_product_officer_low_rate_0_5,0.03337119297114415,0.6804123711340206,0.581081081081081,0.55,0.8918918918918919,0.2702702702702703,0.5810810810810811,high_is_2.6,0.2746153846153846,33,27,10,4,74,0.39068465710083367,0.3523878293912134
entry_alignment_score_high_rate_0_9,0.020227291684877236,0.6804123711340206,0.581081081081081,0.55,0.8918918918918919,0.2702702702702703,0.5810810810810811,low_is_2.6,0.38278388278388276,33,27,10,4,74,0.2616275616275616,0.2875066000066
entry_alignment_score_low_rate_0_9,0.020227291684877236,0.6804123711340206,0.581081081081081,0.55,0.8918918918918919,0.2702702702702703,0.5810810810810811,high_is_2.6,0.6172161172161172,33,27,10,4,74,0.7383724383724384,0.7124933999934
phase_coding_low_rate_0_5,0.006008383182021582,0.6804123711340206,0.581081081081081,0.55,0.8918918918918919,0.2702702702702703,0.5810810810810811,low_is_2.6,0.3981900452488688,33,27,10,4,74,0.1928011726097041,0.22793883664895914
alignment_score_q10,0.00369268560123973,0.6804123711340206,0.581081081081081,0.55,0.8918918918918919,0.2702702702702703,0.5810810810810811,low_is_2.6,0.0007693884582463824,33,27,10,4,74,0.004447262973719152,0.0021706081356285874
alignment_score_high_rate_0_8,0.0024405273083633948,0.68,0.5675675675675675,0.5396825396825397,0.918918918918919,0.21621621621621623,0.5675675675675675,low_is_2.6,0.6820431247790739,34,29,8,3,74,0.5530988464294361,0.5636774423878925
alignment_score_low_rate_0_8,0.0024405273083633943,0.68,0.5675675675675675,0.5396825396825397,0.918918918918919,0.21621621621621623,0.5675675675675675,high_is_2.6,0.3179568752209261,34,29,8,3,74,0.446901153570564,0.43632255761210753
entry_alignment_score_std,0.01676290553068727,0.6796116504854369,0.5540540540540541,0.5303030303030303,0.9459459459459459,0.16216216216216217,0.5540540540540541,high_is_2.6,0.24433881617009368,35,31,6,2,74,0.3141399687210838,0.3005268103137298
