score_key,direction,threshold,f1,precision,recall,specificity,accuracy,balanced_accuracy,tp,fp,tn,fn,n
alignment_score_high_rate_0_1,low_is_2.6,0.7631608707944586,0.3018867924528302,0.5,0.21621621621621623,0.7837837837837838,0.5,0.5,8,8,29,29,74
alignment_score_high_rate_0_1,low_is_2.6,0.7651745349440451,0.29629629629629634,0.47058823529411764,0.21621621621621623,0.7567567567567568,0.4864864864864865,0.4864864864864865,8,9,28,29,74
alignment_score_high_rate_0_1,low_is_2.6,0.7681105302464526,0.3272727272727273,0.5,0.24324324324324326,0.7567567567567568,0.5,0.5,9,9,28,28,74
alignment_score_high_rate_0_1,low_is_2.6,0.769571136827774,0.3214285714285714,0.47368421052631576,0.24324324324324326,0.7297297297297297,0.4864864864864865,0.4864864864864865,9,10,27,28,74
alignment_score_high_rate_0_1,low_is_2.6,0.7705489725513724,0.3508771929824562,0.5,0.2702702702702703,0.7297297297297297,0.5,0.5,10,10,27,27,74
alignment_score_high_rate_0_1,low_is_2.6,0.7814265536723164,0.37931034482758624,0.5238095238095238,0.2972972972972973,0.7297297297297297,0.5135135135135135,0.5135135135135135,11,10,27,26,74
alignment_score_high_rate_0_1,low_is_2.6,0.8004134860050891,0.4067796610169491,0.5454545454545454,0.32432432432432434,0.7297297297297297,0.527027027027027,0.527027027027027,12,10,27,25,74
alignment_score_high_rate_0_1,low_is_2.6,0.8108301526717557,0.43333333333333335,0.5652173913043478,0.35135135135135137,0.7297297297297297,0.5405405405405406,0.5405405405405406,13,10,27,24,74
alignment_score_high_rate_0_1,low_is_2.6,0.8141447368421053,0.45901639344262296,0.5833333333333334,0.3783783783783784,0.7297297297297297,0.5540540540540541,0.5540540540540541,14,10,27,23,74
alignment_score_high_rate_0_1,low_is_2.6,0.8203034959661928,0.48387096774193555,0.6,0.40540540540540543,0.7297297297297297,0.5675675675675675,0.5675675675675675,15,10,27,22,74
