recall_floor,score_key,eta2,f1,f2,accuracy,precision,recall,specificity,balanced_accuracy,auc_best_direction,direction,threshold,tp,fp,tn,fn,c2_mean,c0_mean,c2_n,c0_n
0.8,c0_vs_c2_lda_top_74_score,0.15327934793788162,0.7428571428571429,0.8783783783783784,0.5955056179775281,0.5909090909090909,1.0,0.02702702702702703,0.5135135135135135,0.737006237006237,high_is_c2,-1.3123749679719947,52,36,1,0,0.17031645868947573,-0.23936367167169606,52,37
0.8,c0_vs_c2_lda_top_50_score,0.14636410889097448,0.7428571428571429,0.8783783783783784,0.5955056179775281,0.5909090909090909,1.0,0.02702702702702703,0.5135135135135135,0.7271309771309772,high_is_c2,-1.2857022646423808,52,36,1,0,0.16381079955398978,-0.2302205831569603,52,37
0.8,c0_vs_c2_lda_top_30_score,0.1281432686527532,0.7428571428571429,0.8783783783783784,0.5955056179775281,0.5909090909090909,1.0,0.02702702702702703,0.5135135135135135,0.7125779625779626,high_is_c2,-1.2083981906547643,52,36,1,0,0.14419946444324694,-0.20265870678510065,52,37
0.8,high_low_gap_0_8_0_3,0.021727090742781945,0.7428571428571429,0.8783783783783784,0.5955056179775281,0.5909090909090909,1.0,0.02702702702702703,0.5135135135135135,0.5730249480249481,high_is_c2,0.10989010989010989,52,36,1,0,0.3211490809341488,0.2964302214302214,52,37
0.8,high_low_gap_0_8_0_2,0.018422173156925202,0.7428571428571429,0.8783783783783784,0.5955056179775281,0.5909090909090909,1.0,0.02702702702702703,0.5135135135135135,0.5644490644490644,high_is_c2,0.10989010989010989,52,36,1,0,0.3211490809341488,0.2985092235092235,52,37
0.8,high_score_rate_0_8,0.013197342139885987,0.7428571428571429,0.8783783783783784,0.5955056179775281,0.5909090909090909,1.0,0.02702702702702703,0.5135135135135135,0.5262474012474012,high_is_c2,0.24285714285714285,52,36,1,0,0.3807562818026619,0.3670911295911296,52,37
0.8,high_low_gap_0_9_0_3,0.01299430599422568,0.7428571428571429,0.8783783783783784,0.5955056179775281,0.5909090909090909,1.0,0.02702702702702703,0.5135135135135135,0.557952182952183,high_is_c2,0.10989010989010989,52,36,1,0,0.2848556656390367,0.26738070488070487,52,37
0.8,high_low_half_penalty_0_8_0_5,0.012824709203383884,0.7428571428571429,0.8783783783783784,0.5955056179775281,0.5909090909090909,1.0,0.02702702702702703,0.5135135135135135,0.5501559251559252,high_is_c2,0.15178571428571427,52,36,1,0,0.33860703304990636,0.32183447183447184,52,37
0.8,high_low_gap_0_9_0_4,0.012165844932929552,0.7428571428571429,0.8783783783783784,0.5955056179775281,0.5909090909090909,1.0,0.02702702702702703,0.5135135135135135,0.5563929313929314,high_is_c2,0.06071428571428572,52,36,1,0,0.28072069804253064,0.2625990000990001,52,37
0.8,high_low_half_penalty_0_9_0_4,0.011056613457896453,0.7428571428571429,0.8783783783783784,0.5955056179775281,0.5909090909090909,1.0,0.02702702702702703,0.5135135135135135,0.5537941787941788,high_is_c2,0.15178571428571427,52,36,1,0,0.3125917822750402,0.30032030657030656,52,37
0.8,high_density_score_0_8,0.011006533162617793,0.7428571428571429,0.8783783783783784,0.5955056179775281,0.5909090909090909,1.0,0.02702702702702703,0.5135135135135135,0.5332640332640333,high_is_c2,0.1598643469387755,52,36,1,0,0.2846425152967092,0.273556683935664,52,37
0.8,high_low_gap_0_8_0_5,0.010578879513296413,0.7428571428571429,0.8783783783783784,0.5955056179775281,0.5909090909090909,1.0,0.02702702702702703,0.5135135135135135,0.5498960498960499,high_is_c2,0.06071428571428572,52,36,1,0,0.2964577842971508,0.27657781407781407,52,37
0.8,low_score_rate_0_2,0.007625805370898495,0.7428571428571429,0.8783783783783784,0.5955056179775281,0.5909090909090909,1.0,0.02702702702702703,0.5135135135135135,0.5470374220374221,low_is_c2,0.19230769230769232,52,36,1,0,0.05960720086851309,0.06858190608190608,52,37
0.8,high_score_rate_0_9,0.006426894823954887,0.7428571428571429,0.8783783783783784,0.5955056179775281,0.5909090909090909,1.0,0.02702702702702703,0.5135135135135135,0.5262474012474012,high_is_c2,0.23333333333333334,52,36,1,0,0.34446286650754976,0.33804161304161306,52,37
0.8,high_low_half_penalty_0_9_0_5,0.005843143660361106,0.7428571428571429,0.8783783783783784,0.5955056179775281,0.5909090909090909,1.0,0.02702702702702703,0.5135135135135135,0.5366424116424117,high_is_c2,0.15178571428571427,52,36,1,0,0.3023136177547942,0.2927849552849553,52,37
0.8,high_low_gap_0_9_0_5,0.0049435297583086514,0.7428571428571429,0.8783783783783784,0.5955056179775281,0.5909090909090909,1.0,0.02702702702702703,0.5135135135135135,0.5337837837837838,high_is_c2,0.06071428571428572,52,36,1,0,0.2601643690020387,0.24752829752829753,52,37
0.8,low_tail_penalty_score,0.004405219226637106,0.7428571428571429,0.8783783783783784,0.5955056179775281,0.5909090909090909,1.0,0.02702702702702703,0.5135135135135135,0.5207900207900208,high_is_c2,0.44853791208791216,52,36,1,0,0.6853888221309233,0.6731600496237996,52,37
0.8,c2_repetition_symptom_score,0.004184094167624792,0.7428571428571429,0.8783783783783784,0.5955056179775281,0.5909090909090909,1.0,0.02702702702702703,0.5135135135135135,0.5311850311850312,low_is_c2,1.3231468821701176,52,36,1,0,-0.009648866430033187,0.06074904871490873,52,37
