accuracy,auc_best_direction,direction,eta_squared,f1,positive_mean,positive_n,positive_raw_labels,precision,recall,rest_mean,rest_n,score_key,score_title,target_label,threshold,threshold_rule
0.5517241379310345,0.6330824495381457,high_is_target,0.043860984794832546,0.5357142857142857,0.43751629376629375,37,0.0,0.4,0.8108108108108109,0.34022580794732693,79,high_low_half_penalty_0_7_0_3,High >= 0.7 Minus 0.5 Low < 0.3,c0,0.3269230769230769,high_low_half_penalty_0_7_0_3 >= 0.326923
0.49137931034482757,0.6392405063291139,high_is_target,0.05251045420462759,0.5354330708661418,0.19379290004290003,37,0.0,0.37777777777777777,0.918918918918919,0.11258635878889044,79,high_low_half_penalty_0_9_0_4,High >= 0.9 Minus 0.5 Low < 0.4,c0,0.012499999999999997,high_low_half_penalty_0_9_0_4 >= 0.0125
0.5344827586206896,0.6414642490591858,high_is_target,0.05740479744830624,0.5344827586206897,0.3025469837969838,37,0.0,0.3924050632911392,0.8378378378378378,0.20520471090091344,79,high_low_half_penalty_0_8_0_4,High >= 0.8 Minus 0.5 Low < 0.4,c0,0.14358974358974358,high_low_half_penalty_0_8_0_4 >= 0.14359
0.6982758620689655,0.659083133766678,high_is_target,0.06960242505145046,0.5333333333333333,0.4263930138930139,37,0.0,0.5263157894736842,0.5405405405405406,0.3457643622200584,79,high_score_rate_0_8,High Rate >=0.8,c0,0.4365079365079365,high_score_rate_0_8 >= 0.436508
0.6982758620689655,0.6472801915839891,high_is_target,0.05878406051053983,0.5333333333333333,0.3455887205887206,37,0.0,0.5263157894736842,0.5405405405405406,0.2612695321556081,79,high_low_half_penalty_0_8_0_2,High >= 0.8 Minus 0.5 Low < 0.2,c0,0.3660714285714286,high_low_half_penalty_0_8_0_2 >= 0.366071
0.5431034482758621,0.6313718782073212,high_is_target,0.04866588628699355,0.5309734513274336,0.2735510923010923,37,0.0,0.39473684210526316,0.8108108108108109,0.177036676403765,79,high_low_half_penalty_0_8_0_5,High >= 0.8 Minus 0.5 Low < 0.5,c0,0.1380952380952381,high_low_half_penalty_0_8_0_5 >= 0.138095
0.5258620689655172,0.6486486486486487,high_is_target,0.057996106458999566,0.5299145299145299,0.28394486349667025,37,0.0,0.3875,0.8378378378378378,0.222726199192552,79,high_density_score_0_8,Mean Times High Rate >=0.8,c0,0.17089298017777677,high_density_score_0_8 >= 0.170893
0.5086206896551724,0.5497776257269928,high_is_target,0.010687920135185384,0.5289256198347108,0.5243864056364056,37,0.0,0.38095238095238093,0.8648648648648649,0.4771804145221867,79,high_low_half_penalty_0_6_0_3,High >= 0.6 Minus 0.5 Low < 0.3,c0,0.3536324786324786,high_low_half_penalty_0_6_0_3 >= 0.353632
0.43103448275862066,0.6489907629148135,high_is_target,0.06042019165108989,0.5285714285714286,0.31763893013893013,37,0.0,0.3592233009708738,1.0,0.25314601010803545,79,high_score_rate_0_9,High Rate >=0.9,c0,0.1380952380952381,high_score_rate_0_9 >= 0.138095
0.5689655172413793,0.5576462538487855,high_is_target,0.006198918759213018,0.5283018867924528,0.3211323009997796,37,0.0,0.4057971014492754,0.7567567567567568,0.2990193025710235,79,mean_minus_std_score,Mean Minus Std,c0,0.25764952774517913,mean_minus_std_score >= 0.25765
0.45689655172413796,0.6366746493328772,high_is_target,0.05218655303920277,0.5263157894736842,0.21410772035772035,37,0.0,0.3645833333333333,0.9459459459459459,0.13826911485139334,79,high_low_half_penalty_0_9_0_3,High >= 0.9 Minus 0.5 Low < 0.3,c0,0.012499999999999997,high_low_half_penalty_0_9_0_3 >= 0.0125
0.5344827586206896,0.5593568251796099,high_is_target,0.005640993016557282,0.5263157894736842,0.19220478316473327,37,0.0,0.38961038961038963,0.8108108108108109,0.16412376307095364,79,consistency_score_file_q10,Q10 Score,c0,0.055565786257731245,consistency_score_file_q10 >= 0.0555658
